证券代码,收盘价,RSI(14),网格状态,布林位置,操作建议,加码倍数,20日均振幅%,证券简称
159742,0.76,63.56,正常震荡,中轨上方(看强),常规网格,1.0x,1.43,未知
513330,0.535,63.53,正常震荡,中轨上方(看强),常规网格,1.0x,1.43,未知
159903,1.719,86.81,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.43,未知
563030,1.433,94.08,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.43,未知
516720,1.127,69.89,正常震荡,中轨上方(看强),常规网格,1.0x,1.43,未知
563630,1.27,80.17,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.43,未知
501016,1.338,57.59,正常震荡,中轨上方(看强),常规网格,1.0x,1.43,未知
513560,1.366,65.93,正常震荡,中轨上方(看强),常规网格,1.0x,1.43,未知
159541,1.597,92.64,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.43,未知
159741,0.74,64.1,正常震荡,中轨上方(看强),常规网格,1.0x,1.42,未知
159901,3.529,70.18,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.42,未知
516820,0.38,72.22,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.42,未知
520840,0.967,64.75,正常震荡,中轨上方(看强),常规网格,1.0x,1.42,未知
159907,1.094,95.97,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.42,未知
159930,1.5,71.9,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.42,未知
512120,0.482,75.51,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.42,未知
515910,0.671,68.66,正常震荡,中轨上方(看强),常规网格,1.0x,1.42,未知
501037,1.515,96.45,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.42,未知
159620,1.263,88.82,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.42,未知
562310,1.046,77.23,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.41,未知
513260,1.439,63.71,正常震荡,中轨上方(看强),常规网格,1.0x,1.41,未知
159633,3.418,93.57,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.41,未知
159750,1.049,63.69,正常震荡,中轨上方(看强),常规网格,1.0x,1.41,未知
516750,0.737,78.33,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.41,未知
159943,1.538,85.28,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.41,未知
159568,1.725,61.42,正常震荡,中轨上方(看强),常规网格,1.0x,1.4,未知
517360,1.089,68.7,正常震荡,中轨上方(看强),常规网格,1.0x,1.4,未知
159740,0.739,65.09,正常震荡,中轨上方(看强),常规网格,1.0x,1.4,未知
510010,1.842,74.05,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.4,未知
159251,0.987,60.87,正常震荡,中轨上方(看强),常规网格,1.0x,1.4,未知
501302,1.226,57.14,正常震荡,中轨上方(看强),常规网格,1.0x,1.4,未知
159679,1.366,97.4,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.39,未知
159202,1.141,62.83,正常震荡,中轨上方(看强),常规网格,1.0x,1.39,未知
513130,0.74,65.18,正常震荡,中轨上方(看强),常规网格,1.0x,1.39,未知
159825,0.849,66.3,正常震荡,中轨上方(看强),常规网格,1.0x,1.39,未知
159212,1.422,68.18,正常震荡,中轨上方(看强),常规网格,1.0x,1.39,未知
508055,3.55,66.53,正常震荡,中轨上方(看强),常规网格,1.0x,1.39,未知
561570,1.191,80.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.38,未知
501083,1.936,79.11,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.38,未知
159698,1.073,80.36,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.38,未知
561590,1.463,93.98,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.38,未知
159970,1.01,65.45,正常震荡,中轨上方(看强),常规网格,1.0x,1.38,未知
515950,0.982,72.22,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.37,未知
562850,1.307,85.32,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.37,未知
159706,0.91,61.18,正常震荡,中轨上方(看强),常规网格,1.0x,1.37,未知
513190,1.785,57.69,正常震荡,中轨上方(看强),常规网格,1.0x,1.37,未知
159616,0.907,68.7,正常震荡,中轨上方(看强),常规网格,1.0x,1.37,未知
560050,1.079,72.63,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.37,未知
159508,0.857,76.47,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.37,未知
562000,0.609,79.25,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.36,未知
159328,1.171,79.13,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.36,未知
562860,0.73,78.16,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.36,未知
159643,0.63,72.97,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.36,未知
159606,1.236,90.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.36,未知
159216,1.443,67.12,正常震荡,中轨上方(看强),常规网格,1.0x,1.36,未知
159938,0.693,74.65,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.35,未知
506006,1.096,100.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.35,未知
563000,1.095,74.73,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.35,未知
159716,1.086,67.59,正常震荡,中轨上方(看强),常规网格,1.0x,1.35,未知
159535,1.518,89.71,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.35,未知
561300,1.023,78.38,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.35,未知
562050,1.06,74.44,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.34,未知
562900,0.804,61.29,正常震荡,中轨上方(看强),常规网格,1.0x,1.34,未知
516810,0.866,69.51,正常震荡,中轨上方(看强),常规网格,1.0x,1.34,未知
561260,1.297,82.46,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.34,未知
159747,1.431,63.64,正常震荡,中轨上方(看强),常规网格,1.0x,1.34,未知
510650,3.092,51.28,正常震荡,中轨上方(看强),常规网格,1.0x,1.34,未知
530100,1.129,97.01,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.34,未知
508008,8.188,65.13,正常震荡,中轨上方(看强),常规网格,1.0x,1.34,未知
508028,10.385,50.79,正常震荡,中轨上方(看强),常规网格,1.0x,1.33,未知
560220,1.504,92.9,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.32,未知
159109,0.931,58.56,正常震荡,中轨上方(看强),常规网格,1.0x,1.32,未知
510230,1.415,48.48,正常震荡,中轨下方(看弱),常规网格,1.0x,1.32,未知
506001,1.318,95.24,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.32,未知
501206,0.85,83.17,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.32,未知
512640,2.547,53.59,正常震荡,中轨上方(看强),常规网格,1.0x,1.32,未知
159211,1.403,66.9,正常震荡,中轨上方(看强),常规网格,1.0x,1.32,未知
510660,2.565,74.74,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.32,未知
517330,0.958,79.61,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.32,未知
501218,1.06,78.36,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.32,未知
502000,2.059,98.22,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.32,未知
501048,1.243,59.2,正常震荡,中轨上方(看强),常规网格,1.0x,1.32,未知
159935,2.54,95.15,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.32,未知
561780,1.569,86.54,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.31,未知
510380,1.402,75.65,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.31,未知
159292,1.155,89.43,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.31,未知
159691,1.312,57.46,正常震荡,中轨上方(看强),常规网格,1.0x,1.31,未知
518860,9.611,60.82,正常震荡,中轨上方(看强),常规网格,1.0x,1.31,未知
512620,1.029,72.09,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.31,未知
159571,1.6,93.75,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.3,未知
159576,1.518,69.08,正常震荡,中轨上方(看强),常规网格,1.0x,1.3,未知
516550,0.786,73.26,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.3,未知
513210,1.603,58.54,正常震荡,中轨上方(看强),常规网格,1.0x,1.3,未知
515900,1.692,92.25,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.3,未知
501036,1.52,92.47,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.3,未知
508086,5.058,70.57,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.29,未知
501207,0.715,83.61,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.29,未知
517900,1.471,40.14,正常震荡,中轨下方(看弱),常规网格,1.0x,1.29,未知
516930,0.545,76.81,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.29,未知
159954,1.027,57.02,正常震荡,中轨上方(看强),常规网格,1.0x,1.29,未知
515590,1.974,94.87,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.29,未知
501225,2.123,82.39,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.29,未知
512050,1.237,85.59,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.29,未知
501306,1.213,41.96,正常震荡,中轨下方(看弱),常规网格,1.0x,1.28,未知
159660,2.07,40.5,正常震荡,中轨下方(看弱),常规网格,1.0x,1.28,未知
563220,1.292,85.95,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.28,未知
159352,1.294,87.93,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.28,未知
159215,1.316,86.55,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.28,未知
508091,6.693,67.9,正常震荡,中轨上方(看强),常规网格,1.0x,1.28,未知
159601,1.091,74.73,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.28,未知
159361,1.266,86.21,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.28,未知
589550,1.297,94.16,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.28,未知
501077,2.688,77.93,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.28,未知
159339,1.25,90.1,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.28,未知
560650,1.084,73.13,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.28,未知
159529,1.386,44.55,正常震荡,中轨下方(看弱),常规网格,1.0x,1.27,未知
508016,4.376,50.39,正常震荡,中轨上方(看强),常规网格,1.0x,1.27,未知
502053,1.213,61.83,正常震荡,中轨上方(看强),常规网格,1.0x,1.27,未知
159512,1.464,66.91,正常震荡,中轨上方(看强),常规网格,1.0x,1.27,未知
512060,1.228,76.61,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.27,未知
560610,1.222,87.96,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.27,未知
159758,1.078,80.91,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.27,未知
159929,1.425,72.05,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.27,未知
530530,1.13,97.79,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.27,未知
159376,1.355,90.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.27,未知
159685,1.46,93.67,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.27,未知
515800,1.305,85.59,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.26,未知
561990,1.075,74.19,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.26,未知
159981,1.285,70.9,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.26,未知
159338,1.246,85.71,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.26,未知
502056,0.728,78.49,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.26,未知
159602,1.049,75.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.26,未知
159960,0.909,56.48,正常震荡,中轨上方(看强),常规网格,1.0x,1.26,未知
513140,1.646,62.05,正常震荡,中轨上方(看强),常规网格,1.0x,1.26,未知
563800,1.239,86.09,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.26,未知
159360,1.324,86.78,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.26,未知
501203,1.422,80.77,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.26,未知
159940,1.301,53.64,正常震荡,中轨上方(看强),常规网格,1.0x,1.25,未知
513810,1.68,59.7,正常震荡,中轨上方(看强),常规网格,1.0x,1.25,未知
159787,0.74,78.33,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.25,未知
159351,1.253,86.73,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.25,未知
159627,1.343,73.64,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.25,未知
563360,1.314,83.97,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.24,未知
159356,1.3,86.67,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.24,未知
159275,1.001,65.71,正常震荡,中轨上方(看强),常规网格,1.0x,1.24,未知
501017,1.346,54.22,正常震荡,中轨上方(看强),常规网格,1.0x,1.24,未知
561950,1.464,94.23,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.24,未知
513050,1.502,56.95,正常震荡,中轨上方(看强),常规网格,1.0x,1.24,未知
159996,1.604,76.97,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.24,未知
159575,1.555,93.4,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.24,未知
510530,8.777,94.93,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.24,未知
159386,1.315,81.12,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.24,未知
159791,1.123,77.11,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.24,未知
159359,1.305,86.07,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.23,未知
512020,1.311,88.7,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.23,未知
159657,0.69,73.68,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.23,未知
561920,0.756,77.91,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.23,未知
560030,1.358,65.62,正常震荡,中轨上方(看强),常规网格,1.0x,1.23,未知
563880,1.28,89.62,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.23,未知
159827,0.914,70.13,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.23,未知
159607,1.11,61.96,正常震荡,中轨上方(看强),常规网格,1.0x,1.23,未知
159209,1.24,80.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.23,未知
512950,1.533,93.55,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.23,未知
159362,1.314,85.37,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.22,未知
159653,1.24,76.72,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.22,未知
159595,1.371,69.17,正常震荡,中轨上方(看强),常规网格,1.0x,1.22,未知
159380,1.365,85.71,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.22,未知
159760,0.636,74.58,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.22,未知
510710,4.469,77.08,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.22,未知
560510,1.219,88.79,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.22,未知
563500,0.647,86.44,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.22,未知
513070,1.317,45.83,正常震荡,中轨下方(看弱),常规网格,1.0x,1.22,未知
563080,1.375,69.29,正常震荡,中轨上方(看强),常规网格,1.0x,1.22,未知
513550,1.173,60.18,正常震荡,中轨上方(看强),常规网格,1.0x,1.22,未知
530380,1.083,92.91,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.22,未知
508027,2.944,87.02,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.22,未知
159593,1.373,68.35,正常震荡,中轨上方(看强),常规网格,1.0x,1.21,未知
159925,4.789,76.3,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.21,未知
560530,1.259,86.96,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.21,未知
159358,1.323,86.07,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.21,未知
159592,1.35,69.84,正常震荡,中轨上方(看强),常规网格,1.0x,1.21,未知
516970,1.237,86.09,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.21,未知
510300,4.885,76.4,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.21,未知
515330,1.366,75.96,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.21,未知
159353,1.258,88.39,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.21,未知
560880,1.676,83.03,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.21,未知
501065,1.33,92.59,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.2,未知
159605,1.111,61.44,正常震荡,中轨上方(看强),常规网格,1.0x,1.2,未知
561090,1.229,85.71,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.2,未知
159975,0.741,66.23,正常震荡,中轨上方(看强),常规网格,1.0x,1.2,未知
159357,1.3,87.93,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.2,未知
512650,1.328,82.84,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.2,未知
515130,1.552,77.48,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.2,未知
512080,1.33,85.6,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.2,未知
159509,2.302,52.99,正常震荡,中轨下方(看弱),常规网格,1.0x,1.2,未知
562320,1.379,60.23,正常震荡,中轨上方(看强),常规网格,1.0x,1.2,未知
515530,4.383,99.43,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.19,未知
520950,0.96,59.8,正常震荡,中轨上方(看强),常规网格,1.0x,1.19,未知
520560,0.922,52.81,正常震荡,中轨下方(看弱),常规网格,1.0x,1.19,未知
515680,1.708,91.78,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.19,未知
562340,1.365,90.13,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.19,未知
501043,1.616,76.42,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.19,未知
510270,1.562,80.18,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.19,未知
560350,1.306,68.55,正常震荡,中轨上方(看强),常规网格,1.0x,1.19,未知
159249,1.316,88.35,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.19,未知
510800,1.477,77.5,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.19,未知
159800,1.45,89.38,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.19,未知
512910,1.324,77.42,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
501219,1.675,95.51,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
561230,1.335,70.25,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
159265,0.965,45.83,正常震荡,中轨下方(看弱),常规网格,1.0x,1.18,未知
510670,1.026,87.01,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
561930,1.564,80.33,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
159238,1.276,71.13,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
513360,0.562,76.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
159596,0.652,70.69,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
159730,1.134,74.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
517660,1.218,71.22,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
159591,1.366,69.92,正常震荡,中轨上方(看强),常规网格,1.0x,1.18,未知
512090,1.988,80.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.18,未知
159822,0.736,62.92,正常震荡,中轨上方(看强),常规网格,1.0x,1.17,未知
159735,0.802,48.84,正常震荡,中轨下方(看弱),常规网格,1.0x,1.17,未知
515960,0.877,74.73,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.17,未知
510360,1.806,76.32,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.17,未知
159245,0.94,44.57,正常震荡,中轨下方(看弱),常规网格,1.0x,1.17,未知
159521,1.361,92.99,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.17,未知
515380,5.487,78.26,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.17,未知
510810,0.983,87.64,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.17,未知
159379,1.344,86.29,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.17,未知
159619,1.096,79.79,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.17,未知
159936,2.267,84.37,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.16,未知
563350,1.4,70.99,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.16,未知
515390,1.38,77.98,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.16,未知
159961,2.151,67.27,正常震荡,中轨上方(看强),常规网格,1.0x,1.16,未知
510850,3.739,82.26,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.16,未知
159226,1.269,82.35,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.16,未知
520620,0.929,47.13,正常震荡,中轨下方(看弱),常规网格,1.0x,1.16,未知
159300,5.029,77.11,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.16,未知
563860,1.301,82.95,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.16,未知
512690,0.547,45.1,正常震荡,中轨下方(看弱),常规网格,1.0x,1.16,未知
159268,0.93,44.19,正常震荡,中轨下方(看弱),常规网格,1.0x,1.16,未知
159393,4.917,76.83,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.16,未知
561060,1.134,65.91,正常震荡,中轨上方(看强),常规网格,1.0x,1.15,未知
563330,4.372,93.18,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.15,未知
513970,0.937,49.46,正常震荡,中轨下方(看弱),常规网格,1.0x,1.15,未知
563650,1.309,87.07,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.15,未知
515810,1.7,87.76,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.15,未知
515310,1.417,76.52,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.15,未知
159866,1.371,60.12,正常震荡,中轨上方(看强),常规网格,1.0x,1.15,未知
159850,0.905,57.01,正常震荡,中轨上方(看强),常规网格,1.0x,1.15,未知
520960,0.973,57.66,正常震荡,中轨上方(看强),常规网格,1.0x,1.15,未知
510350,4.959,77.89,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.15,未知
501047,1.254,55.4,正常震荡,中轨上方(看强),常规网格,1.0x,1.15,未知
501050,1.812,84.92,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.15,未知
561130,0.999,73.96,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.15,未知
530050,1.234,79.21,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.15,未知
510150,0.575,72.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.15,未知
510570,1.257,97.22,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.15,未知
159673,1.3,78.57,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.14,未知
159631,1.285,76.72,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.14,未知
513000,1.854,64.21,正常震荡,中轨上方(看强),常规网格,1.0x,1.14,未知
159271,1.029,59.63,正常震荡,中轨上方(看强),常规网格,1.0x,1.14,未知
510030,1.114,53.42,正常震荡,中轨上方(看强),常规网格,1.0x,1.14,未知
510900,1.155,56.62,正常震荡,中轨上方(看强),常规网格,1.0x,1.14,未知
562080,0.62,72.73,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.14,未知
501062,1.872,74.62,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.14,未知
513230,1.046,49.12,正常震荡,中轨下方(看弱),常规网格,1.0x,1.14,未知
159969,1.519,69.44,正常震荡,中轨上方(看强),常规网格,1.0x,1.13,未知
563780,1.275,77.65,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.13,未知
560810,1.143,89.36,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.13,未知
516910,1.12,61.29,正常震荡,中轨上方(看强),常规网格,1.0x,1.13,未知
159721,1.031,69.66,正常震荡,中轨上方(看强),常规网格,1.0x,1.13,未知
513170,1.548,60.0,正常震荡,中轨上方(看强),常规网格,1.0x,1.13,未知
561120,1.429,83.97,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.13,未知
159330,1.459,77.31,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.12,未知
510950,1.339,79.81,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.12,未知
563520,1.218,77.55,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.12,未知
510330,4.955,76.37,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.12,未知
159645,0.712,71.59,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.12,未知
563060,1.13,86.67,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.12,未知
517300,0.961,66.67,正常震荡,中轨上方(看强),常规网格,1.0x,1.12,未知
